_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,LATITUDE,LONGITUDE,geometry,neighbourhood
29164,188,51217,CEDARVALE COMMUNITY SCHOOL,Toronto District School Board,145 AVA RD,English Public,51217,145,Ava Rd,145 Ava Rd,M6C 1W4,York,Toronto,Cedarvale Community School,43.6960254869,-79.430283727,POINT (-79.430283727 43.6960254869),Humewood-Cedarvale
29165,189,11048263,CENTENNIAL COLLEGE - ASHTONBEE CAMPUS,,75 ASHTONBEE RD,,11048263,75,Ashtonbee Rd,75 Ashtonbee Rd,M1L 4N4,Scarborough,Toronto,,43.7307013783,-79.2897867296,POINT (-79.2897867296 43.7307013783),Wexford/Maryvale
29166,190,6387861,CENTENNIAL COLLEGE - CARLAW CAMPUS,,951 CARLAW AVE,,6387861,951,Carlaw Ave,951 Carlaw Ave,M4K 3M2,East York,Toronto,Centennial College,43.6846512621,-79.3488606053,POINT (-79.3488606053 43.6846512621),Broadview North
29167,191,13494886,CENTENNIAL COLLEGE - DOWNSVIEW CAMPUS,,65 CARL HALL RD,,13494886,65,Carl Hall Rd,65 Carl Hall Rd,M3K 2E1,North York,Toronto,,43.7473823846,-79.476193697,POINT (-79.476193697 43.7473823846),Downsview-Roding-CFB
29168,192,5101257,CENTENNIAL COLLEGE - MIDLAND CAMPUS,,1450 MIDLAND AVE,,5101257,1450,Midland Ave,1450 Midland Ave,M1P 4Z8,Scarborough,Toronto,,43.7522958989,-79.2656557453,POINT (-79.26565574529999 43.7522958989),Dorset Park
29170,194,13503978,CENTENNIAL COLLEGE - PROGRESS CAMPUS,,941 PROGRESS AVE,,13503978,941,Progress Ave,941 Progress Ave,M1G 3T8,Scarborough,Toronto,,43.785264660500005,-79.22702642189999,POINT (-79.22702642189999 43.7852646605),Woburn
29172,196,7196008,CENTERPOINT LINC,Toronto District School Board,6464 YONGE ST,English Public,7196008,6464,Yonge St,6464 Yonge St,M2M 3X4,North York,Toronto,,43.795851211400006,-79.4223827712,POINT (-79.42238277120001 43.79585121140001),Newtonbrook West
29173,197,996285,CENTRAL ETOBICOKE HIGH SCHOOL,Toronto District School Board,10 DENFIELD ST,English Public,996285,10,Denfield St,10 Denfield St,M9R 3H1,Etobicoke,Toronto,Central Etobicoke High School,43.6790185579,-79.5554889337,POINT (-79.5554889337 43.6790185579),Willowridge-Martingrove-Richview
29174,198,575631,CENTRAL MONTESSORI - WILLOWDALE,,157 WILLOWDALE AVE,Private,575631,157,Willowdale Ave,157 Willowdale Ave,M2N 4Y7,North York,Toronto,,43.766650147,-79.40041661720001,POINT (-79.40041661720001 43.766650147),Willowdale East
29175,199,6924847,CENTRAL TECHNICAL SCHOOL,Toronto District School Board,725 BATHURST ST,English Public,6924847,725,Bathurst St,725 Bathurst St,M5S 2R5,former Toronto,Toronto,Central Technical School,43.662838242,-79.40851779479999,POINT (-79.40851779479999 43.662838242),University
29176,200,866713,CENTRAL TORONTO ACADEMY/CENTRAL COMMERCE COLLEGIATE INSTITUTE,Toronto District School Board,570 SHAW ST,English Public,866713,570,Shaw St,570 Shaw St,M6G 3L6,former Toronto,Toronto,Central Commerce Collegiate,43.657978462799996,-79.4219986113,POINT (-79.4219986113 43.6579784628),Palmerston-Little Italy
29177,201,9602785,CESTAR HIGH SCHOOL,,271 YORKLAND BLVD,Private,9602785,271,Yorkland Blvd,271 Yorkland Blvd,M2J 1S5,North York,Toronto,,43.773728853,-79.3355275146,POINT (-79.3355275146 43.773728853),Henry Farm
29178,202,10494536,CHALKFARM PUBLIC SCHOOL,Toronto District School Board,100 CHALKFARM DR,English Public,10494536,100,Chalkfarm Dr,100 Chalkfarm Dr,M3L 1L4,North York,Toronto,Chalkfarm Public School,43.7271064323,-79.514392742,POINT (-79.514392742 43.7271064323),Downsview-Roding-CFB
29179,203,553615,CHAMINADE COLLEGE SCHOOL,Toronto Catholic District School Board,490 QUEEN'S DR,English Separate,553615,490,Queen's Dr,490 Queen's Dr,M6L 1M8,North York,Toronto,Chaminade College,43.710090959,-79.496059458,POINT (-79.496059458 43.710090959),Rustic
29180,204,9038626,CHARLES E WEBSTER JUNIOR PUBLIC SCHOOL,Toronto District School Board,1900 KEELE ST,English Public,9038626,1900,Keele St,1900 Keele St,M6M 3X7,York,Toronto,C. E. Webster Junior Public School,43.6934344434,-79.4750995159,POINT (-79.4750995159 43.6934344434),Beechborough-Greenbrook
29181,205,837099,CHARLES G FRASER JUNIOR PUBLIC SCHOOL,Toronto District School Board,79 MANNING AVE,English Public,837099,79,Manning Ave,79 Manning Ave,M6J 2K6,former Toronto,Toronto,Charles G Fraser Public School,43.648530083100006,-79.4094836303,POINT (-79.4094836303 43.64853008310001),Trinity-Bellwoods
29182,206,6436438,CHARLES GORDON SENIOR PUBLIC SCHOOL,Toronto District School Board,25 MARCOS BLVD,English Public,6436438,25,Marcos Blvd,25 Marcos Blvd,M1K 5A7,Scarborough,Toronto,Charles Gordon Public School,43.746285048100006,-79.2605263117,POINT (-79.2605263117 43.74628504810001),Bendale
29183,207,575920,CHARLES H BEST MIDDLE SCHOOL,Toronto District School Board,285 WILMINGTON AVE,English Public,575920,285,Wilmington Ave,285 Wilmington Ave,M3H 5K8,North York,Toronto,Charles H Best Middle School,43.7674452466,-79.4586302368,POINT (-79.4586302368 43.7674452466),Bathurst Manor
29185,209,6332543,CHARTLAND JUNIOR PUBLIC SCHOOL,Toronto District School Board,109 CHARTLAND BLVD S,English Public,6332543,109,Chartland Blvd S,109 Chartland Blvd S,M1S 2R7,Scarborough,Toronto,Chartland Junior Public School,43.7999887263,-79.27850434359999,POINT (-79.27850434359999 43.7999887263),Agincourt North
29186,210,498606,CHEROKEE PUBLIC SCHOOL,Toronto District School Board,390 CHEROKEE BLVD,English Public,498606,390,Cherokee Blvd,390 Cherokee Blvd,M2H 2W7,North York,Toronto,Cherokee Public School,43.7987627466,-79.33861474439999,POINT (-79.33861474439999 43.7987627466),Pleasant View
29187,211,3232917,CHESTER ELEMENTARY SCHOOL,Toronto District School Board,115 GOWAN AVE,English Public,3232917,115,Gowan Ave,115 Gowan Ave,M4K 2E4,East York,Toronto,Chester Elementary School,43.6876023808,-79.35170998470001,POINT (-79.35170998470001 43.6876023808),Broadview North
29188,212,6242276,CHESTER LE JUNIOR PUBLIC SCHOOL,Toronto District School Board,201 CHESTER LE BLVD,English Public,6242276,201,Chester Le Blvd,201 Chester Le Blvd,M1W 2K7,Scarborough,Toronto,Chester Le Junior Elementary School - Building Grounds,43.7985877099,-79.3310953374,POINT (-79.3310953374 43.7985877099),L'Amoreaux
29190,214,11915536,CHILDREN'S GARDEN JUNIOR SCHOOL,,670 EGLINTON AVE E,Private,11915536,670,Eglinton Ave E,670 Eglinton Ave E,M4G 2K4,East York,Toronto,Leaside Presbyterian Church,43.712343268000005,-79.3726675425,POINT (-79.3726675425 43.71234326800001),Leaside-Bennington
29191,215,2904931,CHINE DRIVE PUBLIC SCHOOL,Toronto District School Board,51 CHINE DR,English Public,2904931,51,Chine Dr,51 Chine Dr,M1M 2K8,Scarborough,Toronto,Chine Drive Public School,43.7099825935,-79.2417968941,POINT (-79.24179689410001 43.7099825935),Cliffcrest
29192,216,762114,CHURCH STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,83 ALEXANDER ST,English Public,762114,83,Alexander St,83 Alexander St,M4Y 1B7,former Toronto,Toronto,Church Street Public School,43.6636084257,-79.3791781654,POINT (-79.37917816540001 43.6636084257),Church-Yonge Corridor
29193,217,313046,CHURCHILL HEIGHTS PUBLIC SCHOOL,Toronto District School Board,749 BRIMORTON DR,English Public,313046,749,Brimorton Dr,749 Brimorton Dr,M1G 2S4,Scarborough,Toronto,Churchill Heights Public School,43.7731919492,-79.2243167892,POINT (-79.2243167892 43.7731919492),Woburn
29194,218,499519,CHURCHILL PUBLIC SCHOOL,Toronto District School Board,188 CHURCHILL AVE,English Public,499519,188,Churchill Ave,188 Churchill Ave,M2N 1Z5,North York,Toronto,Churchill Public School,43.770753604700005,-79.4270361643,POINT (-79.42703616430001 43.7707536047),Willowdale West
29195,219,7274519,CITY ACADEMY,,1910 YONGE ST,Private,7274519,1910,Yonge St,1910 Yonge St,M4S 3B2,former Toronto,Toronto,,43.6984571171,-79.39699062060001,POINT (-79.39699062060001 43.6984571171),Yonge-Eglinton
29196,220,3841913,CITY ADULT LEARNING CENTRE,Toronto District School Board,1 DANFORTH AVE,English Public,3841913,1,Danforth Ave,1 Danforth Ave,M4K 1M8,former Toronto,Toronto,City Adult Learning Centre (Calc),43.6749108578,-79.36005756520001,POINT (-79.36005756520001 43.6749108578),North Riverdale
29197,221,20056424,CITY SCHOOL,Toronto District School Board,635 QUEENS QUAY W,English Public,20056424,635,Queens Quay W,635 Queens Quay W,M5V 3G3,former Toronto,Toronto,Waterfront School,43.6357488158,-79.3971875912,POINT (-79.39718759119999 43.6357488158),Waterfront Communities-The Island
29198,222,10759447,CITY VIEW ALTERNATIVE SENIOR SCHOOL,Toronto District School Board,38 SHIRLEY ST,English Public,10759447,38,Shirley St,38 Shirley St,M6K 1S9,former Toronto,Toronto,"Shirley Street Junior Public School, City View Alternative Senior School",43.648524237,-79.4367221725,POINT (-79.4367221725 43.648524237),Little Portugal
29199,223,14074599,CIVIC CENTRE LINC,Toronto District School Board,385 THE WEST MALL,English Public,14074599,385,The West Mall,385 The West Mall,M9C 1E7,Etobicoke,Toronto,,43.642023500600004,-79.5653133254,POINT (-79.5653133254 43.6420235006),Etobicoke West Mall
29200,224,10558804,CLAIREVILLE JUNIOR SCHOOL,Toronto District School Board,350 SILVERSTONE DR,English Public,10558804,350,Silverstone Dr,350 Silverstone Dr,M9V 3J4,Etobicoke,Toronto,Claireville Public School,43.748011403,-79.5991007206,POINT (-79.59910072060001 43.748011403),West Humber-Clairville
29201,225,6511806,CLAIRLEA PUBLIC SCHOOL,Toronto District School Board,25 ROSALIND CRES,English Public,6511806,25,Rosalind Cres,25 Rosalind Cres,M1L 2X1,Scarborough,Toronto,Clairlea Public School,43.7164767633,-79.2962358879,POINT (-79.2962358879 43.7164767633),Clairlea-Birchmount
29202,226,20097586,CLAUDE WATSON SCHOOL FOR THE ARTS,Toronto District School Board,130 DORIS AVE,English Public,20097586,130,Doris Ave,130 Doris Ave,M2N 0A8,North York,Toronto,Watson School for the Performing Arts,43.7657254741,-79.4093736661,POINT (-79.4093736661 43.7657254741),Willowdale East
29203,227,8802114,CLIFFSIDE PUBLIC SCHOOL,Toronto District School Board,27 EAST HAVEN DR,English Public,8802114,27,East Haven Dr,27 East Haven Dr,M1N 1M1,Scarborough,Toronto,Cliffside Public School,43.7048959315,-79.250383044,POINT (-79.250383044 43.7048959315),Birchcliffe-Cliffside
29204,228,8649130,CLIFFWOOD PUBLIC SCHOOL,Toronto District School Board,140 CLIFFWOOD RD,English Public,8649130,140,Cliffwood Rd,140 Cliffwood Rd,M2H 2E4,North York,Toronto,Cliffwood Public School,43.8062920921,-79.3600685992,POINT (-79.36006859920001 43.8062920921),Hillcrest Village
29205,229,9084913,CLINTON INTERNATIONAL COLLEGE,,1 ELMHURST AVE,Private,9084913,1,Elmhurst Ave,1 Elmhurst Ave,M2N 1R3,North York,Toronto,,43.7629316619,-79.4118264156,POINT (-79.4118264156 43.7629316619),Lansing-Westgate
29206,230,837356,CLINTON STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,460 MANNING AVE,English Public,837356,460,Manning Ave,460 Manning Ave,M6G 2V7,former Toronto,Toronto,Clinton Street Public School,43.657646073500004,-79.41405757359999,POINT (-79.41405757359999 43.6576460735),Palmerston-Little Italy
29207,231,12387710,COLLEGE FRANCAIS - CARLTON CAMPUS,Conseil scolaire Viamonde,100 CARLTON ST,French Public,12387710,100,Carlton St,100 Carlton St,M5B 1M3,former Toronto,Toronto,College Francais,43.6624882445,-79.37790695609999,POINT (-79.37790695609999 43.6624882445),Church-Yonge Corridor
29208,232,20553,COMMUNITY LIFE CHRISTIAN SCHOOL,,140 DAWES RD,Private,20553,140,Dawes Rd,140 Dawes Rd,M4C 5C2,East York,Toronto,Faith Presbyterian Community Church,43.693778431800006,-79.2976272054,POINT (-79.2976272054 43.69377843180001),Taylor-Massey
29209,233,7796144,CONTACT ALTERNATIVE SCHOOL,Toronto District School Board,132 ST PATRICK ST,English Public,7796144,132,St Patrick St,132 St Patrick St,M5T 1V1,former Toronto,Toronto,Mccaul Street Public School,43.653765729899995,-79.3903939018,POINT (-79.3903939018 43.65376572989999),Kensington-Chinatown
29210,234,8492735,CORDELLA JUNIOR PUBLIC SCHOOL,Toronto District School Board,175 CORDELLA AVE,English Public,8492735,175,Cordella Ave,175 Cordella Ave,M6N 2K1,York,Toronto,Cordella Junior Public School,43.6790700932,-79.48758544,POINT (-79.48758544 43.6790700932),Rockcliffe-Smythe
29211,235,5266273,CORNELL INTERNATIONAL ACADEMY,,250 SHEPPARD AVE E,Private,5266273,250,Sheppard Ave E,250 Sheppard Ave E,M2N 6M9,North York,Toronto,,43.7642856623,-79.40018834680001,POINT (-79.40018834680001 43.7642856623),Willowdale East
29212,236,344918,CORNELL JUNIOR PUBLIC SCHOOL,Toronto District School Board,61 HOLMFIRTH TER,English Public,344918,61,Holmfirth Ter,61 Holmfirth Ter,M1G 1G8,Scarborough,Toronto,Cornell Junior Public School - Building Grounds,43.759392578,-79.218038219,POINT (-79.21803821899999 43.759392578),Woburn
29213,237,11541969,CORNERSTONE PREPARATORY - DON MILLS CAMPUS,,33 MALLARD RD,Private,11541969,33,Mallard Rd,33 Mallard Rd,M3B 1S4,North York,Toronto,,43.7472875203,-79.3495839854,POINT (-79.3495839854 43.7472875203),Banbury-Don Mills
29214,238,771736,CORNERSTONE PREPARATORY - MAIN CAMPUS,,177 BEVERLEY ST,Private,771736,177,Beverley St,177 Beverley St,M5T 1Y7,former Toronto,Toronto,Toronto Chinese Presbyterian,43.6555691898,-79.3942478549,POINT (-79.3942478549 43.6555691898),Kensington-Chinatown
29215,239,323066,CORVETTE JUNIOR PUBLIC SCHOOL,Toronto District School Board,30 CORVETTE AVE,English Public,323066,30,Corvette Ave,30 Corvette Ave,M1K 3G2,Scarborough,Toronto,Corvette Junior Public School,43.7264851136,-79.2621597254,POINT (-79.2621597254 43.7264851136),Kennedy Park
29216,240,7794470,COSBURN MIDDLE SCHOOL,Toronto District School Board,520 COSBURN AVE,English Public,7794470,520,Cosburn Ave,520 Cosburn Ave,M4J 2P1,East York,Toronto,Cosburn Middle School,43.69407230310001,-79.3307746357,POINT (-79.3307746357 43.69407230310001),Old East York
29217,241,772190,COTTINGHAM JUNIOR PUBLIC SCHOOL,Toronto District School Board,85 BIRCH AVE,English Public,772190,85,Birch Ave,85 Birch Ave,M4V 1E3,former Toronto,Toronto,Cottingham Junior Public School,43.6803794372,-79.3956090079,POINT (-79.39560900790001 43.6803794372),Yonge-St.Clair
29218,242,333309,COURCELETTE PUBLIC SCHOOL,Toronto District School Board,100 FALLINGBROOK RD,English Public,333309,100,Fallingbrook Rd,100 Fallingbrook Rd,M1N 2T6,Scarborough,Toronto,Courcelette Public School,43.6793188263,-79.27856592399999,POINT (-79.27856592399999 43.6793188263),Birchcliffe-Cliffside
29219,243,11530149,CRAWFORD ADVENTIST ACADEMY,,531 FINCH AVE W,Private,11530149,531,Finch Ave W,531 Finch Ave W,M2R 3X2,North York,Toronto,,43.7717336302,-79.4448017185,POINT (-79.4448017185 43.7717336302),Westminster-Branson
29220,244,487616,CRESCENT SCHOOL,,2365 BAYVIEW AVE,Private,487616,2365,Bayview Ave,2365 Bayview Ave,M2L 1A2,North York,Toronto,,43.7329843673,-79.3788961362,POINT (-79.3788961362 43.7329843673),Bridle Path-Sunnybrook-York Mills
29221,245,4202208,CRESCENT TOWN ELEMENTARY SCHOOL,Toronto District School Board,4 MASSEY SQ,English Public,4202208,4,Massey Sq,4 Massey Sq,M4C 5M9,East York,Toronto,Crescent Town Elementary School,43.6968367455,-79.2924665101,POINT (-79.2924665101 43.6968367455),Taylor-Massey
29222,246,504194,CRESTHAVEN PUBLIC SCHOOL,Toronto District School Board,46 CRESTHAVEN DR,English Public,504194,46,Cresthaven Dr,46 Cresthaven Dr,M2H 1M1,North York,Toronto,Cresthaven Public School,43.7972191366,-79.3635402543,POINT (-79.36354025430001 43.7972191366),Hillcrest Village
29223,247,560542,CRESTVIEW PUBLIC SCHOOL,Toronto District School Board,101 SENECA HILL DR,English Public,560542,101,Seneca Hill Dr,101 Seneca Hill Dr,M2J 2W3,North York,Toronto,Crestview Public School,43.7884321784,-79.3598465998,POINT (-79.35984659979999 43.7884321784),Don Valley Village
29224,248,535880,CRESTWOOD,,411 LAWRENCE AVE E,Private,535880,411,Lawrence Ave E,411 Lawrence Ave E,M3C 1N9,North York,Toronto,,43.730262268800004,-79.3781087027,POINT (-79.3781087027 43.7302622688),Bridle Path-Sunnybrook-York Mills
29225,249,492885,CRESTWOOD PREPARATORY COLLEGE,,217 BROOKBANKS DR,Private,492885,217,Brookbanks Dr,217 Brookbanks Dr,M3A 2T7,North York,Toronto,Crestwood Preparatory College,43.759293061899996,-79.32471010260001,POINT (-79.32471010260001 43.7592930619),Parkwoods-Donalda
29226,250,561927,CROWN ACADEMIC INTERNATIONAL SCHOOL,,25 SHEPPARD AVE W,Private,561927,25,Sheppard Ave W,25 Sheppard Ave W,M2N 6S6,North York,Toronto,,43.7608163554,-79.412164012,POINT (-79.41216401200001 43.7608163554),Lansing-Westgate
29227,251,14128672,CROWN ACADEMY SCARBOROUGH,,55 TOWN CENTRE CRT,Private,14128672,55,Town Centre Crt,55 Town Centre Crt,M1P 4X4,Scarborough,Toronto,,43.7738965125,-79.254186969,POINT (-79.254186969 43.7738965125),Bendale
29228,252,541058,CUMMER VALLEY MIDDLE SCHOOL,Toronto District School Board,70 MAXOME AVE,English Public,541058,70,Maxome Ave,70 Maxome Ave,M2M 3K1,North York,Toronto,Cummer Valley Middle School,43.788231956400004,-79.4012761021,POINT (-79.4012761021 43.7882319564),Newtonbrook East
29229,253,7754527,D A MORRISON MIDDLE SCHOOL,Toronto District School Board,271 GLEDHILL AVE,English Public,7754527,271,Gledhill Ave,271 Gledhill Ave,M4C 4L2,East York,Toronto,D. A. Morrison Middle School,43.6953964612,-79.3116924408,POINT (-79.3116924408 43.6953964612),Woodbine-Lumsden
29230,254,8105948,DA VINCI SCHOOL,Toronto District School Board,33 ROBERT ST,English Public,8105948,33,Robert St,33 Robert St,M5S 2K2,former Toronto,Toronto,,43.6589530395,-79.401909851,POINT (-79.401909851 43.6589530395),University
29231,255,9963285,DALLINGTON PUBLIC SCHOOL,Toronto District School Board,18 DALLINGTON DR,English Public,9963285,18,Dallington Dr,18 Dallington Dr,M2J 2G3,North York,Toronto,Dallington Public School,43.777128126499996,-79.3547553486,POINT (-79.35475534859999 43.7771281265),Don Valley Village
29232,256,6624393,DANFORTH COLLEGIATE & TECHNICAL INSTITUTE,Toronto District School Board,800 GREENWOOD AVE,English Public,6624393,800,Greenwood Ave,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,43.682838734300006,-79.3340895607,POINT (-79.33408956069999 43.68283873430001),Danforth
29233,257,2370028,DANFORTH GARDENS PUBLIC SCHOOL,Toronto District School Board,20 SANTAMONICA BLVD,English Public,2370028,20,Santamonica Blvd,20 Santamonica Blvd,M1L 4H4,Scarborough,Toronto,Danforth Gardens Public School,43.708767063,-79.2709273998,POINT (-79.2709273998 43.708767063),Clairlea-Birchmount
29234,258,8211499,DANFORTH LINC,Toronto District School Board,2575 DANFORTH AVE,English Public,8211499,2575,Danforth Ave,2575 Danforth Ave,M4C 1L5,former Toronto,Toronto,,43.688192791599995,-79.3003171841,POINT (-79.3003171841 43.6881927916),East End-Danforth
29235,259,14120386,DANTE ALIGHIERI ACADEMY - BEATRICE CAMPUS,Toronto Catholic District School Board,50 AMEER AVE,English Separate,14120386,50,Ameer Ave,50 Ameer Ave,M6A 2L3,North York,Toronto,Sir Sandford Fleming Academy,43.728692182399996,-79.4417054055,POINT (-79.4417054055 43.7286921824),Englemount-Lawrence
29236,260,551789,DANTE ALIGHIERI ACADEMY - MAIN CAMPUS,Toronto Catholic District School Board,60 PLAYFAIR AVE,English Separate,551789,60,Playfair Ave,60 Playfair Ave,M6B 2P9,North York,Toronto,Dante Alighieri Academy,43.710077415200004,-79.4583698316,POINT (-79.4583698316 43.7100774152),Yorkdale-Glen Park
29237,261,51593,D'ARCY MCGEE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,20 BANSLEY AVE,English Separate,51593,20,Bansley Ave,20 Bansley Ave,M6E 2A2,York,Toronto,D'Arcy McGee Catholic School,43.69225563,-79.4429115845,POINT (-79.4429115845 43.69225563),Oakwood Village
29238,262,11461988,DARUL ARQAM ISLAMIC ACADEMY SCHOOL,,585 TRETHEWEY DR,Private,11461988,585,Trethewey Dr,585 Trethewey Dr,M6M 4B8,North York,Toronto,,43.696224924,-79.4924942518,POINT (-79.4924942518 43.696224924),Brookhaven-Amesbury
29239,263,11467215,DARWIN INTERNATIONAL ACADEMY,,3790 VICTORIA PARK AVE,Private,11467215,3790,Victoria Park Ave,3790 Victoria Park Ave,M2H 3H7,North York,Toronto,,43.8108486977,-79.3400619836,POINT (-79.34006198359999 43.8108486977),Hillcrest Village
29240,264,30069331,DAVID AND MARY THOMSON COLLEGIATE INSTITUTE,Toronto District School Board,125 BROCKLEY DR,English Public,30069331,125,Brockley Dr,125 Brockley Dr,M1P 0E1,Scarborough,Toronto,,43.7556504979,-79.26356996060001,POINT (-79.26356996060001 43.7556504979),Bendale
29241,265,7973823,DAVID HORNELL JUNIOR SCHOOL,Toronto District School Board,32 VICTORIA ST,English Public,7973823,32,Victoria St,32 Victoria St,M8V 1M6,Etobicoke,Toronto,David Hornell Junior Public School,43.6193332842,-79.4888936626,POINT (-79.48889366260001 43.6193332842),Mimico (includes Humber Bay Shores)
29242,266,3073655,DAVID LEWIS PUBLIC SCHOOL,Toronto District School Board,130 FUNDY BAY BLVD,English Public,3073655,130,Fundy Bay Blvd,130 Fundy Bay Blvd,M1W 3G1,Scarborough,Toronto,David Lewis Public School,43.8091967088,-79.3178860611,POINT (-79.3178860611 43.8091967088),Steeles
29243,267,75474,DAVISVILLE JR PUBLIC SCHOOL,Toronto District School Board,529 VAUGHAN RD,English Public,75474,529,Vaughan Rd,529 Vaughan Rd,M6C 2R1,York,Toronto,Vaughan Road Academy,43.691021703400004,-79.4367028284,POINT (-79.4367028284 43.6910217034),Oakwood Village
29244,268,505735,DAYSTROM PUBLIC SCHOOL,Toronto District School Board,25 DAYSTROM DR,English Public,505735,25,Daystrom Dr,25 Daystrom Dr,M9M 2A8,North York,Toronto,Daystrom Public School,43.7479469274,-79.5469633015,POINT (-79.5469633015 43.7479469274),Humbermede
29245,269,8771857,DE LASALLE COLLEGE,,131 FARNHAM AVE,Private,8771857,131,Farnham Ave,131 Farnham Ave,M4V 1H7,former Toronto,Toronto,,43.6822413492,-79.398395747,POINT (-79.398395747 43.6822413492),Yonge-St.Clair
29246,270,4070042,DEER PARK JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,23 FERNDALE AVE,English Public,4070042,23,Ferndale Ave,23 Ferndale Ave,M4T 2B4,former Toronto,Toronto,Deer Park Junior & Senior Public School,43.6896519511,-79.3915563849,POINT (-79.3915563849 43.6896519511),Rosedale-Moore Park
29247,271,6332526,DELPHI SECONDARY ALTERNATIVE SCHOOL,Toronto District School Board,109A CHARTLAND BLVD S,English Public,6332526,109A,Chartland Blvd S,109A Chartland Blvd S,M1S 2R7,Scarborough,Toronto,Alternative Scarborough Education,43.8000076946,-79.2784362333,POINT (-79.2784362333 43.8000076946),Agincourt North
29248,272,20037304,DELTA ACADEMY INC SECONDARY,,1160 BIRCHMOUNT RD,Private,20037304,1160,Birchmount Rd,1160 Birchmount Rd,M1P 2B8,Scarborough,Toronto,,43.7411259867,-79.283828754,POINT (-79.283828754 43.7411259867),Wexford/Maryvale
29249,273,844204,DELTA ALTERNATIVE SENIOR SCHOOL,Toronto District School Board,301 MONTROSE AVE,English Public,844204,301,Montrose Ave,301 Montrose Ave,M6G 3G9,former Toronto,Toronto,Montrose Public School,43.65868158520001,-79.4188437208,POINT (-79.4188437208 43.65868158520001),Palmerston-Little Italy
29250,274,507023,DENLOW PUBLIC SCHOOL,Toronto District School Board,50 DENLOW BLVD,English Public,507023,50,Denlow Blvd,50 Denlow Blvd,M3B 1P7,North York,Toronto,Denlow Public School,43.7458394934,-79.36422772510001,POINT (-79.36422772510001 43.7458394934),Banbury-Don Mills
29251,275,10313238,DENNIS AVENUE COMMUNITY SCHOOL,Toronto District School Board,17 DENNIS AVE,English Public,10313238,17,Dennis Ave,17 Dennis Ave,M6N 2T7,York,Toronto,Dennis Avenue Community School,43.6844195399,-79.48728631659999,POINT (-79.48728631659999 43.6844195399),Mount Dennis
29252,276,507241,DERRYDOWN PUBLIC SCHOOL,Toronto District School Board,120 DERRYDOWN RD,English Public,507241,120,Derrydown Rd,120 Derrydown Rd,M3J 1R7,North York,Toronto,Derrydown Public School,43.7586899267,-79.4937101804,POINT (-79.4937101804 43.7586899267),York University Heights
29253,277,6523008,DEWSON STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,65 CONCORD AVE,English Public,6523008,65,Concord Ave,65 Concord Ave,M6H 2N9,former Toronto,Toronto,Dewson Street Public School,43.6556750873,-79.424054431,POINT (-79.424054431 43.6556750873),Palmerston-Little Italy
29254,278,6208971,DIEFENBAKER ELEMENTARY SCHOOL,Toronto District School Board,175 PLAINS RD,English Public,6208971,175,Plains Rd,175 Plains Rd,M4J 2R2,East York,Toronto,Diefenbaker Elementary School,43.695042029899994,-79.3316401744,POINT (-79.33164017439999 43.69504202989999),Old East York
29255,279,767657,DISCOVERING MINDS MONTESSORI SCHOOL,,74 BATHURST ST,Private,767657,74,Bathurst St,74 Bathurst St,M5V 2P5,former Toronto,Toronto,,43.642999480200004,-79.4027110465,POINT (-79.4027110465 43.6429994802),Niagara
29256,280,1037664,DIXON GROVE JUNIOR MIDDLE SCHOOL,Toronto District School Board,315 THE WESTWAY,English Public,1037664,315,The Westway,315 The Westway,M9R 1H1,Etobicoke,Toronto,Dixon Grove Junior Middle School,43.685006594799994,-79.5559776878,POINT (-79.5559776878 43.68500659479999),Willowridge-Martingrove-Richview
29257,281,568398,DON MILLS COLLEGIATE INSTITUTE,Toronto District School Board,15 THE DONWAY E,English Public,568398,15,The Donway E,15 The Donway E,M3C 1X6,North York,Toronto,Don Mills Collegiate Institute,43.7359592882,-79.3392771474,POINT (-79.3392771474 43.7359592882),Banbury-Don Mills
29258,282,508045,DON MILLS LINC,Toronto District School Board,1470 DON MILLS RD,English Public,508045,1470,Don Mills Rd,1470 Don Mills Rd,M3B 2X9,North York,Toronto,,43.753218181,-79.3477301744,POINT (-79.3477301744 43.753218181),Banbury-Don Mills
29259,283,568400,DON MILLS MIDDLE SCHOOL,Toronto District School Board,17 THE DONWAY E,English Public,568400,17,The Donway E,17 The Donway E,M3C 1X6,North York,Toronto,Don Mills Middle School - Building Grounds,43.7363797021,-79.339747095,POINT (-79.33974709500001 43.7363797021),Banbury-Don Mills
29260,284,578489,DON VALLEY ACADEMY SECONDARY SCHOOL,,4576 YONGE ST,Private,578489,4576,Yonge St,4576 Yonge St,M2N 6N4,North York,Toronto,,43.7561090603,-79.4100958776,POINT (-79.4100958776 43.7561090603),Lansing-Westgate
